timestamp, uuid, clocks_event_reasons.sw_thermal_slowdown, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W], clocks.current.sm [MHz]
2026/04/02 17:02:54.093, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 22.92, 300
2026/04/02 17:02:59.129, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.77, 300
2026/04/02 17:02:59.165, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 74, 19124, 24576, 67, 252.85, 1455
2026/04/02 17:02:59.171, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.33, 300
2026/04/02 17:02:59.208, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 22.83, 300
2026/04/02 17:03:04.244, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.84, 300
2026/04/02 17:03:04.280, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 76, 19124, 24576, 67, 248.09, 1470
2026/04/02 17:03:04.287, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.64, 300
2026/04/02 17:03:04.323, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 23.08, 300
2026/04/02 17:03:09.359, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.83, 300
2026/04/02 17:03:09.396, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 75, 19124, 24576, 67, 251.17, 1470
2026/04/02 17:03:09.403, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.36, 300
2026/04/02 17:03:09.439, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 23.01, 300
2026/04/02 17:03:14.476, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.87, 300
2026/04/02 17:03:14.513, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 75, 19124, 24576, 67, 260.04, 1470
2026/04/02 17:03:14.520, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.79, 300
2026/04/02 17:03:14.556, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 22.96, 300
2026/04/02 17:03:19.592, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.77, 300
2026/04/02 17:03:19.628, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 72, 19124, 24576, 67, 260.23, 1455
2026/04/02 17:03:19.636, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.34, 300
2026/04/02 17:03:19.672, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 23.42, 300
2026/04/02 17:03:24.709, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.73, 300
2026/04/02 17:03:24.746, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 76, 19124, 24576, 67, 253.63, 1470
2026/04/02 17:03:24.755, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.71, 300
2026/04/02 17:03:24.792, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 23.51, 300
2026/04/02 17:03:29.827, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.72, 300
2026/04/02 17:03:29.864, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 74, 19124, 24576, 67, 252.90, 1470
2026/04/02 17:03:29.871, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.92, 300
2026/04/02 17:03:29.907, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 22.87, 300
2026/04/02 17:03:34.943, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.65, 300
2026/04/02 17:03:34.980, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 74, 19124, 24576, 67, 250.05, 1470
2026/04/02 17:03:34.987, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.28, 300
2026/04/02 17:03:35.023, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 22.85, 300
2026/04/02 17:03:40.059, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.73, 300
2026/04/02 17:03:40.095, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 77, 19124, 24576, 67, 246.00, 1470
2026/04/02 17:03:40.102, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.52, 300
2026/04/02 17:03:40.138, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 22.88, 300
2026/04/02 17:03:45.174, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.70, 300
2026/04/02 17:03:45.210, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 75, 19124, 24576, 67, 253.85, 1470
2026/04/02 17:03:45.216, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.58, 300
2026/04/02 17:03:45.252, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 22.81, 300
2026/04/02 17:03:50.289, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.85, 300
2026/04/02 17:03:50.325, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 76, 19124, 24576, 67, 259.86, 1470
2026/04/02 17:03:50.331, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.42, 300
2026/04/02 17:03:50.367, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 22.85, 300
2026/04/02 17:03:55.404, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.73, 300
2026/04/02 17:03:55.441, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 72, 19124, 24576, 67, 249.15, 1485
2026/04/02 17:03:55.448, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.43, 300
2026/04/02 17:03:55.484, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 23.18, 300
2026/04/02 17:04:00.521, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.66, 300
2026/04/02 17:04:00.558, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 77, 19124, 24576, 67, 260.45, 1470
2026/04/02 17:04:00.567, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.18, 300
2026/04/02 17:04:00.603, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 22.76, 300
2026/04/02 17:04:05.640, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.88, 300
2026/04/02 17:04:05.677, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 74, 19124, 24576, 67, 251.99, 1470
2026/04/02 17:04:05.684, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.60, 300
2026/04/02 17:04:05.721, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 23.12, 300
2026/04/02 17:04:10.756, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.61, 300
2026/04/02 17:04:10.793, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 75, 19124, 24576, 67, 256.02, 1455
2026/04/02 17:04:10.800, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.79, 300
2026/04/02 17:04:10.836, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 22.86, 300
2026/04/02 17:04:15.873, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.67, 300
2026/04/02 17:04:15.909, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 74, 19124, 24576, 67, 259.76, 1455
2026/04/02 17:04:15.916, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.46, 300
2026/04/02 17:04:15.952, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 22.79, 300
2026/04/02 17:04:20.990, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.58, 300
2026/04/02 17:04:21.026, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 74, 19124, 24576, 67, 260.40, 1470
2026/04/02 17:04:21.033, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.75, 300
2026/04/02 17:04:21.068, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 23.05, 300
2026/04/02 17:04:26.104, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 30, 20.60, 300
2026/04/02 17:04:26.140, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 74, 19124, 24576, 67, 253.02, 1470
2026/04/02 17:04:26.148, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.51, 300
2026/04/02 17:04:26.183, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 22.97, 300
2026/04/02 17:04:31.220, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 30, 20.78, 300
2026/04/02 17:04:31.257, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 74, 19124, 24576, 67, 249.38, 1470
2026/04/02 17:04:31.264, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.27, 300
2026/04/02 17:04:31.300, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 23.21, 300
2026/04/02 17:04:36.336, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.56, 300
2026/04/02 17:04:36.373, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 76, 19124, 24576, 67, 237.86, 1500
2026/04/02 17:04:36.381, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.48, 300
2026/04/02 17:04:36.417, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 22.87, 300
2026/04/02 17:04:41.454, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.59, 300
2026/04/02 17:04:41.490, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 81, 19124, 24576, 67, 253.44, 1470
2026/04/02 17:04:41.499, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.60, 300
2026/04/02 17:04:41.534, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 23.18, 300
2026/04/02 17:04:46.571, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.66, 300
2026/04/02 17:04:46.608, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 83, 19124, 24576, 67, 255.76, 1470
2026/04/02 17:04:46.615, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.29, 300
2026/04/02 17:04:46.651, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 23.22, 300
2026/04/02 17:04:51.
